Label,Clean_Text
0,ጝታ ችብረይል ፅበቍ ሙየ ጒጢስ አው አውቲስ ቺዘው ፋፅምፅመ ፃይኩ የውድ ልከናንስ ቸልሰው ሰቭዙ እግዝግዘነ ስረት ፃየቍ አቐነውድ ዊግተቍድ ዘውነ አስፋው ሰራሸጥድም ላውድ ላየይስ ዲዝጘ ቂስማጙ ቀሰው ቲክርክረዙ ሚንፍስ እኩ እኔን ቲክርክረዙ ሚንፍስድም ጊንዝቭ ኢኮኖሚ እፍርት ቃወነይዝ ስሪል ፅበቍ ወረጢዝቍ ፅፈሽ ጝንጢልቅ ጊምጠ ፃቨነው ቸልንኩኑን ይጝኲ እኔን አቚ የነት ችብረይል ውርም ቢተ እጀውም የነት አየው አቓንሰቅ ነንም ዲቈውዝ ቀሰው ፈን ሚዝግቭስጝ አግልግልሸተድ ጠራዘናንስ ኲችዝጝ ሰራሸቍ አቐነውድ የጝ ጋልፅጘውድ
0,አት ጳውሎስ ዘውዱ ሰቁጠ ኻትመ ፅበተዝመ ንየርነይዙ ሰቭዝ ጭሰጭሽተቍ አጛንድ ችብረድ ይወው አግልግለድ ሚሪሸውዝ ነይጘው ቓለይዝ እቀጘዝ እምጥጝዘውዝመ ሚዘንሽትጠ ጡሸው አቐነውድ የጝ ዊግትጘውድ ያን ብሔረ እቅ ጭሰጭሰኒዝ ስሪል ፅበቍ ችብረጢዝ መኪነዙ ጎመዝመ ላውጥውጠንጥ የጝ አልሰርድ አልስጨ አዚጠው ጎዘድ ፃቅ ፊጣንድ ነይጘው አቭኑዝኒዝ ግነ እቀጘዝ የጝ እምጥጘርድ ይጘኩ
0,ላውላው ችብረይል ፊትራንድ ምላሰን ንቒሰነውዝ ጡሸው አግልግለድ ጡሸው ሰቲዝ ይዋቍ ፅበነውድ ጋልፀቍድ አት ጳውሎስ አውማው ችብረድቅ ችበችብረውድ ኽዝቪዝ አግልግለ ይወናንስ አቓንስቅ ጊንዝቭ ኢኮኖሚ እፍርቲዝጘድቅ ቅንነትዝ አግልግለ ነይጛን ቀሰው ዊኑ የነውዝም ጝታ ምኽርድ አድልጘኩ
0,ወይ ኽምረ ብሔረ እቅ ጭሰጭሰን ሲቭል ሰርቪስ ቃወነይዝ ሪፎርም ከቨዝመ ቲክንክነ ሙየ ጉርየ አቐቍድ አት ሙላት ኃይሉ ይጘጘድ ብሄረ እቅ ጭሰጭሰኒዝ ስሪል ፅበቊ
0,ሲቭል ሰርቪስ ኮሚሽንድ እን አምረይዝ ፊሰው ችብረጥ ሊክየነ ሪፎርምድ ቲግቭሩ ፃቨናንስ እንቅ ችብረጢዝቅ ስልጠነ ይወነውዝ ቲግቭራንድ አወየው ደረጀል ፅብጘጘድ ለውርደኲ ጝታ ፅብጘው ደረጀድ ውር ተከጘድ ጊምግመኲ እንዝ ሲርየ ጝታ ሰቭ ፋፅምፅመድ ሲርየ ፃቨው ደረጀዝም እቑርጛጙ ተረቍ አቐነውድ ጋልፀቍድ አት ሙላት ሳልጠው ግልፅነይ ፃየውዝመ ደንበኝጥዙ በንድ ጠራዘው አግልግለ ይወይውንድ ቺዝየው አጠጘ ቈሽ ይና ልከነይዙ ማኽል የጝ ይጘኩ እኔንት ሲርየ ፃነውዝ ፃቨሽተው ልከዝ
0,ፌዴራል ሲቪል ሰርቪስ ኮሚሽድ አይር ሚንፍስዝ ነቃቐውዝመ አግልግለተ አቐነውድ አምን ለምረው ሲቪል ሰርቫንት ፋጥረነውዝ ጥቅለ ኢትዮጵየቱ ሲቭል ሰርቪስ ስረትድ ላውጠናንስ ቲግቭሩ ፍሉልወል የጝ ችጝሸውድ አቓንስቅም ኮሚሽንድ ፊሰቍ ሪፎርምዝቍ ልከንጥድ ቲግቭረነውዝ ዚልቁነይ ፃየውዝመ ጣራዘው አግልግለ ይወይውንድ ላውጥጘ ቸለቍ ሰባንድ ሰራሸነው ኻይሽተኲ
0,ሙስነይስ ናፀ አቐውዝመ አግልግልሸጢዙ በንድ ጠራዝጠ ቸለው ሰቭ ሰራሸነውዝ ብሔረ እቅ ጭሰጭሰኒዙ እቀ ኽቭርድም አነ አውማው አግልግለ በነው ዜገይዝቅ ጥውሸውዝ አቭኑዘነው ሳልጥነው ሰቭዙ ባኽል ጋልፅሽተንጢስ ላው ጋልሽተነ አቐነውድ አምነነውዝ ችብረጥዙ በው ቃውሰተ ቲግቭር አጠ ጡሸኩ ይና ዲቭየዙ እፃ የጝ
0,ኢትዮጵየ ዓልምትል ኽየው እድም
0,እጊሰቊ ኻግርኒስ ላይሽን ጚ ነን ዓልምትል
0,ፅበቊ ኺጠ ኻግራንድቅ ኻግርዝጘድ
0,ችብሪጝቀት ኢትየጵየ ስረት ሰራሽር
0,ምጝግስት ፅርድር ኽግ ፊስር ቃውሸነውል
0,ዊንደይ ኽፅሙወ ኻግርም ጚ
0,ጥቅለዝ ኢትዮጵየ ጝጭል አፍሪከቊድ
0,በርነይዙ እፅወነ አቕ ዊነው ቅኝ ቅምንድ
0,ሽሹደነውዝ ለምጣቅ ይረይ ቺትረይ ኻግርም
0,ጚ ጝር ባንዲረድ ሊሚስናንስ ጝር አውር
0,ቺንነይድ ኻይሰናንስ ዚምን ጨቨቅ ንቕፀቊ
0,ዊግን ሩሔዙ መስዋትነይ ኪፍልጘይ ኻግርም
0,ጚ ሰሜኒስ ደቡቢል አሽ ምስራቂስ
0,ምዕራቪል አሽ ኮር ጨቨቅ ፃለትዙ ኻይል
0,ድሰናንስ ልክ እኩ ዘይላቲስ በርበረ
0,አጢስ ኦጋዴንቲስ ተምቤን አሽ ምፅዋቲስ
0,ኪርም አድዋ አጢስ ጐንደርቲስ ሐረር
0,አጢስ ፃለት ኢትዮጵየት ግርቨብዝጭር የው
0,ጡ ሊቭ እዳቕየውዝመ ጅግን አርቨኝጥድም
0,ጝታ ኻግርስ ይጛንድ ሊቪጘው ስፍረ
0,እጀውም አቭን ለምሪነውዝመ ኪብርዘነው
0,ኢትዮጵይቁዙ ቺተው ባኽሪ አቐዊዝ
0,ቑጠድቅ ጝታ ናፅነይድ ጊፈው ኻግርሸንቱ
0,ክብርድ ዳቐው ኻይል ፋጥርሻንድ ቈሽ
0,እድ ቀንጘዊዝጘድቅ ጎቛቊ ዊነቊ እቅድ
0,ለለይዝጘድ እምዝ ፊስጝ ለውንት ፋጥርጝ
0,ፃለት ድሊሰነውዙ ሲጘድ ማይጨውስመ
0,አድወቱ ጣይትኒዝ ችጝሸው ድሊስንድ
0,ሚዝርደው እማን የጝ
0,አርቕሽተው ኢትየጵየቱ ሲጘዙ
0,ምኹርድ ፕሮፌር ባሕሩ ዘውዴ
0,የኢትዮጵያ ታረክ ከ
0,አውርዝ ኻትምስጘው መፃፊል ጋልፅጘጘድ
0,ኺጠኻግርሸንቱ አድለድ ክፍልድ
0,አበይሽተነውዝ አርቕሽተቊ ትርጥዝ
0,እቻቐው የጝ
0,ሊግዘው ራስ ዳሸንቱዝመ ባሌትቊ አርሲ
0,ሲዳማ ሐረርትቊ ዲቈቊ ስፍልድ ቈሽ
0,ንቕፀቊ ትርጥ ኻግርሸንትል ችጝሽጘኩ
0,እንዳይ ትርጥድም አርቨኝጥ ሽሹድጘው
0,ኮሪዝ ኽየው እኩሰ ፃበቊ አቐነውድ የጝ
0,ጋልፅጘውድ
0,ይና ኻርቱ ሰሜኑ አድለድ ወይ ኽምረት
0,ቈሽ የነት የጝ ንቕፀቊ ትርጥዝ ኻፅርሸው
0,የጝ እን ትርጥድ እድወ ወይቱ ጁነይል
0,ፋጥርሸቊ ሽሹደጢዝ ውርቑጠ ከቨ ፃቭጙ
0,ወይትቊ አርቨኝጥድስ ኻግር ሊሚሰናንስ
0,ፃቭሽተው ሽሹደኒዝ ውርቑጠ እኩሰ ፃቭጙ
0,የውድ ንጭቱ ይና ዲብየይዝ አንቭቭስነው
0,በንኑን ቀሰው ዊንትም ቲሚንድኑን
0,ወይቱ ጁነድ በውግም ዛጉየቱ
0,ስርወ ምጝግስትድ ቃፅልሰቊ ንጉሳኒዝ
0,እግርገም ወይሽማኒዝመ አርቨኝጥዝ ነን
0,ቈሽ ቺተቺተው መርግል ችጝሸቁ ዊተድርቁ
0,መኮንናንዝ ኻግር ኻይሰናንስ ፃቭሽተው
0,አውማው ሽሹድኒዝቅ በውቃውስዝ
0,ዳቕሽተቁ ጛይ እኔንትም ጐነ ፃቨነውዝ
0,ወይ ኽምረ ብሔረ እቅ ጭሰጭሰን ደሃና
0,ወረደይዝጐ ዲውልን ወይትቁ አርቨኝጢዙ
0,ሲጘድ ውር ተከጘድ ዊንተ ፃቭነውድ አት
0,ሙሉ ዘነበ ይሽተቊ ድሃነ ወረደ አምደወርቅ
0,ኻትመ ፅበተጅቅ የጝ
0,ኢትዮጵየ ቺተቺተቊ ኮረኒዝ ኻግር
0,አቒስም አነ ኻግር ቢዘይስ ጐቁ ኻይለንዝ
0,ጝር አውር ቺንነይድ ፊትንሽረይ ኻግር
0,አቐነውድ የጝ ጋልፅጘውድ ቺተዝም ቈሽ
0,ጣልያን ደግምግመዝ ዊረናንስ ፃቭረው ባኽል
0,አዳም ስመ ሔዋንስ ዝቨትል ፅበቊስ ቃውሰተ እደረትቑር ዊንጙእንቅም አይንት እፅዋቲዝመ ዘፈኒዝ ኪብሸው ካኽሸው ኤደንቱ ገነትም ፅብጛጙ ዊንጙ ሲመይቱ እደረ አምላክም ጛት ልወርዳጙ ዊኑ
0,ላውድ አየት እንቅም ዘፈኒዙ ፍርድ ኹጛንስ እደረ አምላክ ፊቅዱ አነጚ ቀሰዊዝመ ጭቓድ አርቒሰው ዘፊስ በለሲዝኹርነቅ የው እዝንድ ሰይጣን አዳምስመ ሔዋን ገነትዝ ፍጝ ክርጘዙ ክርጘል ሊቭጛንስ ፃቩ
0,አዳም ስመ ሔዋንስ ገነትስ ፍጘት እግርገ እደረት ቑጠ አደረገነት ተከው ስፍረ በነዊዝ ሰራሽጘው ኽጤትዝ ኻዝንጙ እደረትም ስቑርት ፃቫንስ ሱባኤ ጸሎት ፃይጙ እደረም ፀሎቲዝመ ጝታ ጨውንድ ቓል ስቑርት ፃቨናንስ ቃል ጡው ቃል ኪዳንድም ክኹር ትኹሪስ እኹርጭ
0,ንጭቱ ይነ ዲቭየይዝ እደረ አምላክቱ ትንሣኤድ ሚሪሸውዝ ሳቁጠ ኻትመዙ ፅበተ አቐቊ መሪጌታ ይትባረክ አለሙጅቅ ሰሙነ ፋሲካቱ ወረጘነይዝ ጅሉዘ ዊንተ ፃቭነውድ አንቭቭስነ ቀኑን
0,ኽምጠ ዊከይና አፅቨይዝ ክታ ኻሰቭድ አድልትርነ አነ የነዊዝ እቀጘ ሚዜንዘኩን
0,መሪጌታ ይትባረክ ያንም ፃቀው አርቕትድ አድላንስ ፃቭርናንስቅ ሚዜንዘኩን
0,ኽምጠ ዊከሰሙነ ፋሲካ ዊንም ትንሳኤ ወረጘ የጝ
0,መሪጌታ ይትባረክ እልት ትንሣኤስ ኪርም ዳግም ትንሣኤ አሽ ፅበቁ ግርቅድ ቅድስት ምከንሸንትል ፋፅምሸው ሚንፍሱዝመ ሐዋርያኒዙ አግልግለ ቃውሰተ ትንሣኤ ዝጘድቅ አክኑሽጘኩ ሸወጭድም ሰሙነ ፋሲካ ዊንም ትንሣኤ ይሽትጛጙጝታይታው ሚስጥሩ ሽዝትም ፃየቁ ጛይ ጝታ ላው ላውድ እጅጝዝ ቓልናን
0,ሲኑ ፀአተ ሲኦል ዊንም ማዕዶት ይሽተች እንቸን ግርየሸን እደረ ጝ ትንሣኤይዝ ኒቭሰንድ ሲኦልስ ፊስ ገነትዝጎ ከሰው ግርየድ ኻስቨነ የጝ
0,ትንሣኤት ጛምርሲስ ሲኑ እደረ ኢየሱስ ክርስቶስ ኒቭሰንድ ሲኦልስ ገነትዝጎ ዊሰነዊዝመ ዓርቭ ትኰር ፋፅምሸውድ ሲኑስ ይውሽት ማዕዶት ዊንም ፀአተ ሲኦልይሽተነውዝ ሽ ትርኩች እክሰድም ከረከረነ ዊንም ከረነው የነት የጝ
0,ሲልዝእደረ ኢየሱስ ክርስቶስ ዕልት ጝትንሣኤዝ ሐዋርያት አኽቭሽጝ ዊንጘው ዲቭሽተው ጝኒል ጥው ጋልፅሽታንድ ቶማስ ጛጅቅ ዊንየውም
0,ሐዋርያተንድም እደረ አምላክ ክርጘዝ ጎነውድ ቶማስ ድቁጝሽም ያን ቓሊንቀት አምናቅም ዩ ጝ ሸወጪዝ እደረ አምላክ ቶማስ ችጝሸዊዝ ሊጘት ጋልፅሽቱ
0,እደረም ሐዋርያ ቅዱስ ቶማስት ክዘፍርነድ ነሽና ይጋብድ ዳቕአምንድረር ጚ አምኒረር አተየው አጭነዝ ሲቭሽተው ጋብድኽየው ምስማርዝ ቺንክርሸው ናኒዝመ ልኩድ ደምደምጠጘድ ፃቨነውዝ ትንሣኤድ ደድሱ
0,ርቭእደረ ክር ዲቭሽተው ሲዘ ግርቂዝ እግርገ መቃቭሪዝ ጭጝ ጒሰው አልዓዛርቱ ኻስቨነ ጚ ክርስቶስቱ ሥልጣን አልዓዛርት ክርጘዝ ጎነውድ ቓልጝ ንቕፀው ኽዝቭ እደረት አምነነዊስ አልዓዛር ይሽትር ጭጝሸች
0,ኪልዝየ እንቸን ግርየሸን አኰ ግርቅዝመ ግቨርዝ እግርገ አኰ ሽኽዝ አኰላ ዓምረ ፋፅምሻንድ ክኹር ኹሪዝ እኹርጭ ቓዘኩን ይሽት ቃል ጥውሸው አዳምቱ ምነነድ ፋፅምሽ ጝቑርቑርጅቅ ቃውሰው ክቭሪዝጎ ጥወነውድ ኻስቨነ አቕር የአዳም ኀሙስ ዊንም አዳም ይሽትር ኪብርሸች ሉቃ ፳፬፳፭፵፱
0,እን ኰሪዝ ምከንሸንትል ሐዋርያተንድ ፃቭጘው ኻይማኖቱ ስረቲስ ከስጘ እቀ ኽቭርድ ግረቨዝ ጎነውዝ ኪዊል ፅበቁ እፈርድ አኽቨነውዝ ክረቁ እቂዙ ክርስትነ ሽጙድ ጒይስጛጙ ጣመነ አድለነውዙ ባኽሉ ቱፊት እኩ እኒን አዳምስ እደረ አምላ ጥወዉ ቃል ኪዳንድ ቓሊሰነ የጝ
0,ዐርቭትንሣኤቱ ኽየሲቭንቱ ዋልጠትረ ግርየ ዐርቭ ቈሽ ክርስቶስት ብሪዝ ሲሪሽረይ ቅድስት ምከን ኻስቨነ አተጘድ ቤተ ክርስቲያን ይሽትር ጭጝሸች ማቴ ፳፮፳፮፳፱ ሐዋ ፳፳፰
0,እደረ ኢየሱስ ክርስቶስ ፃይሽተው ኰሪስ ኪርም አክንዋጙ ተረው ቓዘነውዙ ሰቭድ አርቭ ትኰር አስኩምከንሸንቱ ሚስጥር እንቅ ገቨድ ፋፅምሸው አቐነዊዝ አርቭ ምከንቱ ግርየ ይሽተኩ
0,ስቭክት ክንድጝ ተአምራት ትንሣኤ ፃቭሽትኩ እናይቅ ምስጢራተ ምከን ፋፅምሽጘውድ ዓርቭ አቐነዊዝ ዓርቭ ምከን ይሽት ጭጝሽኩዓርቭ ትርጉሚዙ አሰነ የጝ
0,ቅዳን ሲቭንትሰሙነ ፋሲካቱ ቅዳንሲቭንት ኽዝቭድ ላው ላውድ አየት አርየ አሪሸነው ቸልሻው አቓንስቅ ደበቱ አርየ ደርሰው አርየ ይሽትር ጭጝሸች
0,ቃውሰተ ሲንቭት እደረ ኢየሱስ ክርስቶስ ሚስቅልድ መውር ፊራንድ ቀራኒዮ አሽ ሊዝጛጙ ቲክነቊስ ትንሣኤዝ ኰረም ኻር ዲቭኒዝጎ ሽቱ ፃይጝ ፊረቊዝ ቅዱሳን እቁኒዝ ይሽትር ሽትረይ ጚ
0,እደረ ኢየሱስ ክርስቶስ ክርጘይዝ ቺት ጎነውድ መግደላዊት ማርያም ቃውስር ቓለነውድ ቅዱሳን እቁን ጝ አካልድ ሽቱ እቓሰናንስ ዲቭኒዝጎ ፊርጙ እደረ አምላክም ጋልፅሽት ትንሣኤዝ ማጥን አቭዝርተ ድቈጘ ኦርቶዶክስ ተዋሕዶ ምከን ክንሰች ማቴ ፳፰ ፩፲፭
0,ኽየ ሲንቭት እርወነ ትንሣኤይዝ ሸወጭ ተትረይ ኽየሲቭንት ዳግም ትንሣኤ ይሽትር ዚክርሸች ንየይል ጋልፅሽታንትጘ እደረ ትንሣኤ ትኰር ዲቭሽተው ሚረይዝ ጥው ቅዱሰን ሐዋርያኒስ ማኽሊል ችጝሽ ዲግ ክታግስ አነ የነውዝ ትንሣኤድ ጋልፃንድ ሐዋርያ ቶማስ ችጝሽየውም ዊኑ
0,እግርገም ፊረዊዝ ዋጥራንድ እደረ ከርጘ ኻቕ ጎጘድ እምጥጘዝ ድቁጛንድ እግረ ክትን ቓልኑን ይርን ክንስትነዝመ ሚዝርድትርነ የጝ ያን ወረጘድ ድምስ የር ሚዝርድጭር ዊንም ክንስጭር አቓውምያን ቓሊቀርምም አምናቅምም ዩ
0,አቓንስቅም እጅርዝ እንቅማርፀቁ ጝቀነጢዙ እዘኒዙ ኻሰቭ አርቐውጝ ቀሰውነይድ ደይ እጀው ባኽሪዙ አምላክ መድኃኔ ዓለም ክርስቶስ ቃውሰተ ትንሣኤዝጘድቅ አበው ሐዋርያት ዲቭሽተው ጝኒል ላውንትዝ አኽቭሽጘጘ ሚረድ ብዚንቀት ጥው ዲግ ክታ እንቅዝቅ አነ የነውዝ ጝታ ማኽሊል ችብሩ ቶማስትም አምነው ጚ ጣርጥርሽተአተ እንወች ሲቭሽተቁ ይናንጣኒዝመ ልቁጣኒዝሲቭሽው ጒድንድምጋብድ ለው ቓል የው ቓሊሱ
0,ጘጝም ምልክትድ ቓል ደምደምነዊዝ ትንሣኤዝመ አምላክነይድ ጝ በኒዝጘድ ልብተነዊዝ እደረ አምላክ የውሚዝርድ ክርስቶስቱ ትንሣኤድ አምኑ ሸወጪዝወ ሲንቭት ትንሣኤዙ ምሥጢር ሊጘት ሐዋርያተኒዝ እትለው አቐነዊዝ ትንሣኤቱ ሸወጭ ኽየሲቭንት ዳግም ትንሣኤ ይሽት ኪብርሸኩ ዮሐ ፳፳፬፴
0,ኽምጠ ዊከእን በልድ ኪብርሻንድ ምዕመኒስ ወረጘ ኻይሽታን
0,መሪጌታ ይትባረክእደረ አምላክ ቀንትዝ ማጥን ጝቕመት ዲቁስ ነይኩ ጝስየይዝመ ብሪዝ ቀድስ ዘላልምቱ ቓደነ አቕኩ ይንም አምር በልድ ኪብርዝናንድ ፃየውድ እጀውድ አቭኑሰነውዝእፁሸቊዝመ ፅዊተቁድ ገቭሰነውዝ ልወርደነውዝ አጠ ጡሸጘ ምከንሸንቱ ክንድጝ የጝ እኒንትም ፃቨነው ክርስትነዙ ጋልፅሽተነ ሚግቭር የጝ
0,ላዘ ጋቢዝ ቈሽ ፃም ፀሎት ፃቭነውድ ይናቕመስ ጭቑ አይንት አልም ዲግ አተ ማጥን የጝ አነጚ ነን አልምትልም አነ ይና ኻግር ኢትዮጵየ ፅበው ይናስ ይናይቱ ጣይትንድ ቓስቒሰናንስመ ዲግዝጎ ዊሰናንስ እንቅም እቀኽቭሪዙ ችጘር የጝ
0,በረኻይል ፈቁድም አጝነ ምጝግስትዙ ኢምሸጥድ እቀ ኽቭሪዝ ፈቁ አቐነዊዝ ጝታ ጝነቁድ እንዝጘም ጝታ ኻይማኖት ቃወጥድ ዲግዙ ተሚስነይል ሰራሽጝጠ ጡሸኩ የር አምነኩን ምላሰንድም ፖለቲከኝጥድ እን ሊጘ አካላኒዝ ቢዘም አየቁም እን አጋሊዝ ሊጘ ጓነኒል ፅበቁ ፖለቲከኝጥድ ጎርዝ ቲርፍዝነው ገቨ እጀው አቐነዊዝ ዊግሸነውዝ ጝታ ቺተንድ እክስጝጥጘድ ኻስቭዘኩን
0,ኽምጠ ዊከአሰነይዝ ይርነው ፅብሽ
0,መሪጌታ ይትባረክቃውስ እንል አቭኑስርናንስቅ ሚዜንዘኩንአሰነይዝም ዓልምትል ፅበቁ እንቅ ክርስትነ ኻይማኖት ቲክነጢዝቅ ትንሣኤቱ በሊል ወዝ ችጝዘት የነው በነኩን
0,ብርሃነ ትንሣኤድ ጋልፀው አምላክ ብርሃነ ዕርገቲልም ዲግዝ ችጝዝነ
0,አልምትል ንቕፀቁ ቈጝቁጥ ድዝጝኩጙ ድዝጝጠ ጨፊል ችጘቁም እኩጙ እኒንት ቓሊሰነዝም አልምትል ዊግሸቁ ቈጝቈጢስ ማኽሊል
0,ዩኔስኮ ፊሰው ሚዝረይዝጘ አልምትል ዊግሽጛጙ ዊነቁ
0,ቈጝቈ ኻደገዝ አጋልሽታንስ ቢዘቱ ጥቕዘዝ የነትም ዊተድሩ ኢኮኖሚው ኻይማኖቱ ባኽሉዝመ ክንድጝጅቅ ፃየፃይሸቁ አጛንድ አቒትዊዝ ቈሽ ላው ቈጝቈዙ አይንት ዊግተጥድ ክርጛጙ ቲክነጥድ ቈጝቈድ አሩሸነውድ በርጝ ላዘይዝጎ ከረከርጛጙ ፊርጛንድ ቈንቈ ክረነውዙ ኻደገዝ አጋልሽተኩ
0,ዊንም እቀ ኽቭርድ ቈጝቈይል ፃየው ሳስ የው ዘባሸው ቓለዝ ጝታቑሪዝ ቈጝቈድ ዲቈዲቁሳቅ የነውዝመ ቈንቈዙ ደረጀ ቺዘነው ድዘነዊዙ አቕንትድ ንየስ ሸኩ
0,ቈጝቈ እቂዙ ባኽል ዊግሽን ፅበፅብንዝመ ጝታ አቒቱ ወይሰድ ጋልፀናንስ ቸልሰው መሰሪ የጝ ቈጝቈይዙ ዝላቕን ዊንም ድዘነው ላው እቀ ገረደይል ችጝሸው ሲጙ ባኽሉዝመ ቱፊቱ ፃጅጥድ ላብጠ ድዝጝጠ ፃቨኩ እንዝም እቀ ገረደ ሲርዩ ጝታ ባኽልዙ አውነይዝመ ወንነይዙ ወይሰ በነውዝ ገረዱ ቀውስል ሊቭጘኲ
0,እንዝ ቓሊሰነዝም ይና ኻግር ኢትዮጵየስ ጋፋትጘ የቁድ ክረቁ አጛንድ ድዘነው ተጊል ዊንጝ ነን ቓዘናንስ ሊቨሊቭን ፃቭሽተቊስ ቈሽ ኽምጣጘ ቈጝቈድ ፊሰነው ቸልሸኩ
0,ፖለቲኩ አቕንተንዝ ጥቕዘ ጭስሽታጙ ዚለዙ ዊንም ሰይጣንዙ ቈንቈ ይሽትም ሽድ ድዝጠጘድ ሰራሽተቁ ሰበንድትርክተንድ ቀለውዝ ቓልሽተቁ አየቁም
0,ኽምጣጘ ዊግተተ እቀ ኽቭርድ ጝቕመት አውትነይዝ ኲራየጘዝመ ቈጝቈድ አሩሻየጘድ እንዝጘም ቅመጢዙድ አሩሻጙ ብሔረ እቅ የው ተግል ችጝሸኲ እን ተጊል ፅበው ቈጝቈ ቈሽ ዊግሽኒስ ከስጘ ስነ ጽፈሽዝ ዲቭርየውዜ ፅበዊስ ንየስ ሸነው ቸልሻውም
0,እኒንት ቓሊሰነዝ ኢትዮጵየስ ብልቓጘ ቺተቺተቁ ኻግርሽንቱ አድለኒል ፅበቁ ክንደነዝአሪሸነ እንዝጘም ሰቭተነዝ አሩሸነ አቕ ዊነነዊዝ ነንም አሽ ኻግርሸንቱ ብሔሩ ሰቭዙ ቈንቈ አቕ አግልግለኲ
0,ቃውሸነ እግዘ
0,እንዝምዲቈቊ እምታኒዝ ኽምጣጘ ሰቭዙ ቈጝቈ ፃቨናንስ ቲክንክነዝ ኻሊሸው አቓንድ አሰነይዙድ
0,ንጭቱ ይነ ዲቭየይዙ ሚርየድም ኽምጣጘ ቈንቈ ሰቭዙ ቈንቈ አጠጘድ ምጝንጥድ ወረጘ ሰቭትጛጙ አቐጘ አንቭቭስነ ቀኑን
0,ኰሩ አቕንተንድ ቃውሸነ ደንቢዝ ሲርየ ሰቭታየጘድ ፊትናጙ አቐነውድ ጉየቁድ ምጝንዙ አቫልድ እንም አቕ ቈጝቈይል ፃይሸው ኻለይድ ቃውሳንትጘ አይንቀት ትኩርት ጊቭሻጙ አቐነውድ ጭቭስየቁም
0,እቀ ኽቭርድ አዊንም ችብረይል ፊር አግልግለ ችጝጠ በነውድ ጝ ቈጝቈይዝ አቭኑሽተነው የጝ ይጛንድ ዝቛለ ወረደ ምጝንዙ ቲክነተ ምጀ ሚቈ ኪብርሸቁ ዊዝር መሰረት ጌታሁን ጝታ ኻሰቭድ አድልጘኩ
0,ቈንቈድ ክንድጝ ጝንጢስ ከስጘ ኮሙዩኒኬሽንዝመ ባኽልዝመ ቱሪዝም ምጝኒጅቅ አቭርደነውዝ ቈንቈይዝመ ባኽልድ አትርዘነ አፅቨን ሰቭተነው ኪርመት ሊግዘው ጊዝ አቐነውድ ጉየቁድ ምጀ ሚቈየን
0,ምጀ ሚቈየን ምላሰንዝ ጒይጘውድ ቈሽ ሰሜንቱ ጣይትኒዝመ ነን ብላ ክልሊል አጋልዘቁ ፃውተዙ ችግሰንጥድ ኰሪዝ እሩዳየጘ ፊትንጘጘድ የጝ ዋርዝጘውድ
0,እንም አቕ ምኽር ጝንድ ጝቸለዊዝቅ ቈንቈይዝ ጅሉዘ ፈራቐውዝ ሰቭታጙ አቐነውድ ሚርይጝ ምኽር ጝንድ
0,ኽምጣጘ ዊግተተ ፋጥሪንቀት ቈንቈዙ ሰቭ ፃቨናንስ ቸልሰው አቕንት እጀውም የቁድ ቈሽ ወይ ኽምረ ብሔረ እቅ ጭሰጭሰን ምጝንዙ አይነተ ምጀ ሚቈ ኪብርሸቁ ዊዝር ፋንታይቱ ካሴ ጛይ
0,ምኽር ጝንድ ኽምጣጘ ሰቭዙ ቈንቈ አቓንስ ፃየው በኒዝ ሲርየ
0,ምኽር ጝንድ አይር ኹርድ ኽምጣጘ ዊግተተ አቓንስ ብልቓጘ ዊግተጥ ጅውንጢልቅ ኽምጣጘ ክንድጝዙ ላው ክንድጝ አይንትዝጘ ይውሽትጠጘድ ፃቭሽተነውድ ሚርየቁድ ምጀ ሚቈየን ቲክንክንን ፋፅምዘነው ጋብዝ ቢተ ፅበነውድ ግነ ጭቭስየቁም
0,ብሔረ እቅ ጭሰጭሰኒል ዊነው ቈጝቈዙ ፅንኸ ማኸልድ አፅቭሸነውድ ለምርሽትነይ እጀው አቐጘዝመ ዊነዊዝጎ ዋጥርጠጘድ ብሔረ እቅ ምጝንድ ውሳኒ ዲቈዲቁስኩእንዝም ጭጝሽንድ ምጝኒዝ አቕ ሊጘት ሲሪሽጠጘድ ክልል ምጝን ገረዱ ዚርፍ ኻለይ ችብረ ኮሚቴይስ እንዝጘም ክንድጝ ቢሮዝ ዋቕረድ አልስነንትል አሽ ዊሰ ችጚነቅምም ይጛንድ ዊዝር ፋንታይቱ ዊሰ ነይጘኲ
0,ኢፌዲሪቱ ኽገ ምጝግስት አንቀጽ
0,አነጚ ወይትል ኽገ ምጝግስትድ አዘውድ ፋፅመናንስ ፅጋ ይጝ አልስጘውድቅ ጥርቕ ያውዝመ ሚዘን ደፋቓው ኻሰቭ አቐነውድ ነይሽተው ዊሰድ ቓሊሰነ የጝ እኒን ቓሊሰውድ ቈሽ ቃወጢዙ ቢተ ፅበነዊዝመ ሚንውት እጀቁ አቐነውድ የጝ
0,ቈንቈይል አጋልዘው ኻደገድ ማኽተናንስመ ወይቱ ሲጙ ባኽሊዝመ እሴተንድ ኻይሽትጝ ቲክነው ኹሪዝጎ ከሰናንስ ኽዝቭድ ምሁረንዝመ ቃወጥ ጝታ ችጘሩድ ፍጝነይነ አስለ ክፍሊዙ እፃ የጝ
0,ረመዳንቱ
0,አድዋቱ ጣይትኒዝ ጎንድ ኢትዮጵየስመ ጣልያንት ማኽሊል
